Datum,Filial_ID,Artikel,Verkauf_Ist,Forecast
2024-04-05,TS05,Artikel_002,26,27
2024-04-05,TS05,Artikel_014,28,29
2024-04-05,TS05,Artikel_003,21,18
2024-04-05,TS05,Artikel_005,29,35
2024-04-05,TS06,Artikel_015,30,27
2024-04-05,TS06,Artikel_018,26,28
2024-04-05,TS06,Artikel_010,25,26
2024-04-05,TS06,Artikel_006,30,27
2024-04-05,TS06,Artikel_012,24,24
2024-04-05,TS07,Artikel_020,28,30
2024-04-05,TS07,Artikel_001,26,21
2024-04-05,TS07,Artikel_010,42,49
2024-04-05,TS07,Artikel_012,35,40
2024-04-05,TS07,Artikel_019,31,28
2024-04-05,TS08,Artikel_001,30,32
2024-04-05,TS08,Artikel_014,38,37
2024-04-05,TS08,Artikel_004,23,19
2024-04-05,TS08,Artikel_009,23,21
2024-04-05,TS08,Artikel_008,23,22
2024-04-05,TS09,Artikel_002,33,37
2024-04-05,TS09,Artikel_020,29,29
2024-04-05,TS09,Artikel_013,36,33
2024-04-05,TS09,Artikel_004,32,27
2024-04-05,TS09,Artikel_011,31,35
2024-04-05,DÄ00,Artikel_003,23,23
2024-04-05,DÄ00,Artikel_012,32,35
2024-04-05,DÄ00,Artikel_018,28,26
2024-04-05,DÄ00,Artikel_009,34,29
2024-04-05,DÄ00,Artikel_013,41,53
2024-04-05,DÄ01,Artikel_014,39,41
2024-04-05,DÄ01,Artikel_008,31,34
2024-04-05,DÄ01,Artikel_007,40,40
2024-04-05,DÄ01,Artikel_002,29,30
2024-04-05,DÄ01,Artikel_016,30,33
2024-04-05,DÄ02,Artikel_018,25,31
2024-04-05,DÄ02,Artikel_009,30,34
2024-04-05,DÄ02,Artikel_002,37,44
2024-04-05,DÄ02,Artikel_019,32,27
2024-04-05,DÄ02,Artikel_012,39,39
2024-04-05,DÄ03,Artikel_020,28,27
2024-04-05,DÄ03,Artikel_012,31,32
2024-04-05,DÄ03,Artikel_014,36,37
2024-04-05,DÄ03,Artikel_019,34,33
2024-04-05,DÄ03,Artikel_002,26,26
2024-04-05,DÄ04,Artikel_008,27,30
2024-04-05,DÄ04,Artikel_003,35,35
2024-04-05,DÄ04,Artikel_013,32,37
2024-04-05,DÄ04,Artikel_009,34,40
2024-04-05,DÄ04,Artikel_019,37,38
2024-04-05,DÄ05,Artikel_010,30,28
2024-04-05,DÄ05,Artikel_006,29,28
2024-04-05,DÄ05,Artikel_020,32,33
2024-04-05,DÄ05,Artikel_013,24,22
2024-04-05,DÄ05,Artikel_005,28,30
2024-04-05,DÄ06,Artikel_019,24,29
2024-04-05,DÄ06,Artikel_011,28,32
2024-04-05,DÄ06,Artikel_005,29,32
2024-04-05,DÄ06,Artikel_007,26,26
2024-04-05,DÄ06,Artikel_008,26,27
2024-04-05,DÄ07,Artikel_014,27,28
2024-04-05,DÄ07,Artikel_015,32,36
2024-04-05,DÄ07,Artikel_020,26,28
2024-04-05,DÄ07,Artikel_008,29,36
2024-04-05,DÄ07,Artikel_002,31,34
2024-04-05,DÄ08,Artikel_008,31,33
2024-04-05,DÄ08,Artikel_004,26,24
2024-04-05,DÄ08,Artikel_011,29,33
2024-04-05,DÄ08,Artikel_019,32,30
2024-04-05,DÄ08,Artikel_009,34,38
2024-04-05,DÄ09,Artikel_020,28,35
2024-04-05,DÄ09,Artikel_005,36,34
2024-04-05,DÄ09,Artikel_019,27,26
2024-04-05,DÄ09,Artikel_003,26,27
2024-04-05,DÄ09,Artikel_006,34,38
2024-04-05,LU00,Artikel_014,32,35
2024-04-05,LU00,Artikel_007,30,26
2024-04-05,LU00,Artikel_012,26,26
2024-04-05,LU00,Artikel_008,22,22
2024-04-05,LU00,Artikel_011,26,22
2024-04-05,LU01,Artikel_017,30,31
2024-04-05,LU01,Artikel_003,31,36
2024-04-05,LU01,Artikel_002,28,26
2024-04-05,LU01,Artikel_020,29,28
2024-04-05,LU01,Artikel_011,23,25
2024-04-05,LU02,Artikel_013,29,34
2024-04-05,LU02,Artikel_019,43,36
2024-04-05,LU02,Artikel_004,36,37
2024-04-05,LU02,Artikel_020,37,38
2024-04-05,LU02,Artikel_006,25,24
2024-04-05,LU03,Artikel_005,30,35
2024-04-05,LU03,Artikel_010,26,28
2024-04-05,LU03,Artikel_020,29,31
2024-04-05,LU03,Artikel_006,28,31
2024-04-05,LU03,Artikel_011,34,38
2024-04-05,LU04,Artikel_014,27,31
2024-04-05,LU04,Artikel_009,27,26
2024-04-05,LU04,Artikel_005,25,24
2024-04-05,LU04,Artikel_003,30,31
2024-04-05,LU04,Artikel_010,30,30
2024-04-05,LU05,Artikel_019,41,42
2024-04-05,LU05,Artikel_008,31,36
2024-04-05,LU05,Artikel_017,23,21
2024-04-05,LU05,Artikel_011,23,25
2024-04-05,LU05,Artikel_015,41,39
2024-04-05,LU06,Artikel_013,31,31
2024-04-05,LU06,Artikel_019,38,32
2024-04-05,LU06,Artikel_018,28,34
2024-04-05,LU06,Artikel_009,26,23
2024-04-05,LU06,Artikel_004,30,32
2024-04-05,LU07,Artikel_008,33,39
2024-04-05,LU07,Artikel_013,30,27
2024-04-05,LU07,Artikel_020,44,44
2024-04-05,LU07,Artikel_012,34,31
2024-04-05,LU07,Artikel_002,28,24
2024-04-05,LU08,Artikel_012,31,32
2024-04-05,LU08,Artikel_008,24,22
2024-04-05,LU08,Artikel_017,40,37
2024-04-05,LU08,Artikel_010,39,47
2024-04-05,LU08,Artikel_003,35,35
2024-04-05,LU09,Artikel_017,26,28
2024-04-05,LU09,Artikel_002,26,25
2024-04-05,LU09,Artikel_003,25,24
2024-04-05,LU09,Artikel_001,31,26
2024-04-05,LU09,Artikel_005,22,19
2024-04-06,DE00,Artikel_019,33,37
2024-04-06,DE00,Artikel_014,42,51
2024-04-06,DE00,Artikel_002,32,39
2024-04-06,DE00,Artikel_001,35,36
2024-04-06,DE00,Artikel_017,19,21
2024-04-06,DE01,Artikel_002,36,38
2024-04-06,DE01,Artikel_017,21,18
2024-04-06,DE01,Artikel_004,28,30
2024-04-06,DE01,Artikel_016,28,26
2024-04-06,DE01,Artikel_007,40,41
2024-04-06,DE02,Artikel_006,34,42
2024-04-06,DE02,Artikel_013,27,28
2024-04-06,DE02,Artikel_015,33,37
2024-04-06,DE02,Artikel_019,30,31
2024-04-06,DE02,Artikel_003,25,26
2024-04-06,DE03,Artikel_010,26,26
2024-04-06,DE03,Artikel_009,35,34
2024-04-06,DE03,Artikel_008,35,34
2024-04-06,DE03,Artikel_017,29,33
2024-04-06,DE03,Artikel_002,36,42
2024-04-06,DE04,Artikel_014,26,26
2024-04-06,DE04,Artikel_008,27,26
2024-04-06,DE04,Artikel_001,33,31
2024-04-06,DE04,Artikel_020,26,30
2024-04-06,DE04,Artikel_017,29,29
2024-04-06,DE05,Artikel_010,36,38
2024-04-06,DE05,Artikel_001,32,29
2024-04-06,DE05,Artikel_006,30,30
2024-04-06,DE05,Artikel_007,31,33
2024-04-06,DE05,Artikel_019,41,44
2024-04-06,DE06,Artikel_007,26,27
2024-04-06,DE06,Artikel_016,34,39
2024-04-06,DE06,Artikel_011,26,26
2024-04-06,DE06,Artikel_002,26,24
2024-04-06,DE06,Artikel_005,33,31
2024-04-06,DE07,Artikel_007,35,37
2024-04-06,DE07,Artikel_013,32,34
2024-04-06,DE07,Artikel_019,32,32
2024-04-06,DE07,Artikel_016,34,39
2024-04-06,DE07,Artikel_001,33,32
2024-04-06,DE08,Artikel_012,29,26
2024-04-06,DE08,Artikel_003,27,26
2024-04-06,DE08,Artikel_004,33,36
2024-04-06,DE08,Artikel_008,32,35
2024-04-06,DE08,Artikel_002,22,22
2024-04-06,DE09,Artikel_002,36,38
2024-04-06,DE09,Artikel_010,37,43
2024-04-06,DE09,Artikel_020,29,30
2024-04-06,DE09,Artikel_016,26,30
2024-04-06,DE09,Artikel_003,35,37
2024-04-06,ÖS00,Artikel_012,35,36
2024-04-06,ÖS00,Artikel_017,33,34
2024-04-06,ÖS00,Artikel_010,37,31
2024-04-06,ÖS00,Artikel_015,30,35
2024-04-06,ÖS00,Artikel_004,39,49
2024-04-06,ÖS01,Artikel_011,25,21
2024-04-06,ÖS01,Artikel_008,28,29
2024-04-06,ÖS01,Artikel_006,30,30
2024-04-06,ÖS01,Artikel_017,33,28
2024-04-06,ÖS01,Artikel_004,24,26
2024-04-06,ÖS02,Artikel_015,25,26
2024-04-06,ÖS02,Artikel_009,24,21
2024-04-06,ÖS02,Artikel_002,34,33
2024-04-06,ÖS02,Artikel_017,32,33
2024-04-06,ÖS02,Artikel_003,30,31
2024-04-06,ÖS03,Artikel_008,31,34
2024-04-06,ÖS03,Artikel_007,42,47
2024-04-06,ÖS03,Artikel_015,29,29
2024-04-06,ÖS03,Artikel_003,36,33
2024-04-06,ÖS03,Artikel_006,27,31
2024-04-06,ÖS04,Artikel_005,34,33
2024-04-06,ÖS04,Artikel_007,30,27
2024-04-06,ÖS04,Artikel_008,27,34
2024-04-06,ÖS04,Artikel_015,23,22
2024-04-06,ÖS04,Artikel_002,37,42
2024-04-06,ÖS05,Artikel_018,33,33
2024-04-06,ÖS05,Artikel_002,33,34
2024-04-06,ÖS05,Artikel_010,30,36
2024-04-06,ÖS05,Artikel_001,29,29
2024-04-06,ÖS05,Artikel_016,39,42
2024-04-06,ÖS06,Artikel_010,26,26
2024-04-06,ÖS06,Artikel_019,32,31
2024-04-06,ÖS06,Artikel_016,38,38
2024-04-06,ÖS06,Artikel_012,30,29
2024-04-06,ÖS06,Artikel_009,27,26
2024-04-06,ÖS07,Artikel_017,30,37
2024-04-06,ÖS07,Artikel_007,43,52
2024-04-06,ÖS07,Artikel_009,31,32
2024-04-06,ÖS07,Artikel_014,28,29
2024-04-06,ÖS07,Artikel_005,26,25
2024-04-06,ÖS08,Artikel_016,31,33
2024-04-06,ÖS08,Artikel_010,32,32
2024-04-06,ÖS08,Artikel_012,29,23
2024-04-06,ÖS08,Artikel_018,27,30
2024-04-06,ÖS08,Artikel_011,41,42
2024-04-06,ÖS09,Artikel_007,38,36
2024-04-06,ÖS09,Artikel_009,28,25
2024-04-06,ÖS09,Artikel_015,32,27
2024-04-06,ÖS09,Artikel_006,24,24
2024-04-06,ÖS09,Artikel_012,27,22
2024-04-06,SC00,Artikel_004,23,25
2024-04-06,SC00,Artikel_012,34,35
2024-04-06,SC00,Artikel_017,32,33
2024-04-06,SC00,Artikel_006,33,31
2024-04-06,SC00,Artikel_018,36,39
2024-04-06,SC01,Artikel_006,28,34
2024-04-06,SC01,Artikel_011,32,37
2024-04-06,SC01,Artikel_004,28,29
2024-04-06,SC01,Artikel_016,19,17
2024-04-06,SC01,Artikel_019,34,31
2024-04-06,SC02,Artikel_011,18,19
2024-04-06,SC02,Artikel_014,23,20
2024-04-06,SC02,Artikel_016,41,41
2024-04-06,SC02,Artikel_012,28,25
2024-04-06,SC02,Artikel_020,30,29
2024-04-06,SC03,Artikel_010,26,31
2024-04-06,SC03,Artikel_019,30,29
2024-04-06,SC03,Artikel_011,24,21
2024-04-06,SC03,Artikel_008,32,33
2024-04-06,SC03,Artikel_016,25,29
2024-04-06,SC04,Artikel_016,33,35
2024-04-06,SC04,Artikel_003,34,36
2024-04-06,SC04,Artikel_017,29,34
2024-04-06,SC04,Artikel_010,28,27
2024-04-06,SC04,Artikel_013,31,32
2024-04-06,SC05,Artikel_017,24,23
2024-04-06,SC05,Artikel_007,22,21
2024-04-06,SC05,Artikel_014,41,40
2024-04-06,SC05,Artikel_012,29,31
2024-04-06,SC05,Artikel_011,27,18
2024-04-06,SC06,Artikel_018,28,29
2024-04-06,SC06,Artikel_019,31,37
2024-04-06,SC06,Artikel_002,26,25
2024-04-06,SC06,Artikel_016,30,29
2024-04-06,SC06,Artikel_008,41,47
2024-04-06,SC07,Artikel_006,31,34
2024-04-06,SC07,Artikel_008,26,30
2024-04-06,SC07,Artikel_019,17,16
2024-04-06,SC07,Artikel_015,33,40
2024-04-06,SC07,Artikel_014,28,28
2024-04-06,SC08,Artikel_014,28,23
2024-04-06,SC08,Artikel_008,30,31
2024-04-06,SC08,Artikel_018,27,23
2024-04-06,SC08,Artikel_011,26,32
2024-04-06,SC08,Artikel_009,28,29
2024-04-06,SC09,Artikel_002,28,30
2024-04-06,SC09,Artikel_005,29,32
2024-04-06,SC09,Artikel_006,30,28
2024-04-06,SC09,Artikel_013,35,39
2024-04-06,SC09,Artikel_001,27,30
2024-04-06,FR00,Artikel_007,27,29
2024-04-06,FR00,Artikel_011,26,26
2024-04-06,FR00,Artikel_017,30,29
2024-04-06,FR00,Artikel_001,24,23
2024-04-06,FR00,Artikel_012,35,40
2024-04-06,FR01,Artikel_015,36,41
2024-04-06,FR01,Artikel_001,24,26
2024-04-06,FR01,Artikel_003,29,28
2024-04-06,FR01,Artikel_008,34,39
2024-04-06,FR01,Artikel_016,37,33
2024-04-06,FR02,Artikel_006,26,25
2024-04-06,FR02,Artikel_007,27,31
2024-04-06,FR02,Artikel_015,30,29
2024-04-06,FR02,Artikel_016,25,24
2024-04-06,FR02,Artikel_018,40,41
2024-04-06,FR03,Artikel_002,32,34
2024-04-06,FR03,Artikel_019,35,35
2024-04-06,FR03,Artikel_014,35,32
2024-04-06,FR03,Artikel_016,28,25
2024-04-06,FR03,Artikel_020,31,27
2024-04-06,FR04,Artikel_015,21,21
2024-04-06,FR04,Artikel_005,26,27
2024-04-06,FR04,Artikel_020,30,32
2024-04-06,FR04,Artikel_017,29,32
2024-04-06,FR04,Artikel_012,35,38
2024-04-06,FR05,Artikel_010,31,30
2024-04-06,FR05,Artikel_020,34,35
2024-04-06,FR05,Artikel_001,22,23
2024-04-06,FR05,Artikel_009,26,27
2024-04-06,FR05,Artikel_015,31,32
2024-04-06,FR06,Artikel_006,28,33
2024-04-06,FR06,Artikel_018,33,37
2024-04-06,FR06,Artikel_004,30,39
2024-04-06,FR06,Artikel_014,35,30
2024-04-06,FR06,Artikel_001,28,28
2024-04-06,FR07,Artikel_005,34,37
2024-04-06,FR07,Artikel_019,26,26
2024-04-06,FR07,Artikel_001,36,34
2024-04-06,FR07,Artikel_011,31,33
2024-04-06,FR07,Artikel_002,37,39
2024-04-06,FR08,Artikel_013,20,19
2024-04-06,FR08,Artikel_009,37,37
2024-04-06,FR08,Artikel_015,40,36
2024-04-06,FR08,Artikel_003,39,39
2024-04-06,FR08,Artikel_005,26,25
2024-04-06,FR09,Artikel_008,32,31
2024-04-06,FR09,Artikel_011,19,20
2024-04-06,FR09,Artikel_020,29,35
2024-04-06,FR09,Artikel_014,28,29
2024-04-06,FR09,Artikel_006,38,38
2024-04-06,BE00,Artikel_008,24,24
2024-04-06,BE00,Artikel_017,36,38
2024-04-06,BE00,Artikel_016,34,38
2024-04-06,BE00,Artikel_003,36,41
2024-04-06,BE00,Artikel_020,23,23
2024-04-06,BE01,Artikel_004,36,40
2024-04-06,BE01,Artikel_015,24,26
2024-04-06,BE01,Artikel_017,21,21
2024-04-06,BE01,Artikel_009,29,29
2024-04-06,BE01,Artikel_014,26,26
2024-04-06,BE02,Artikel_009,32,30
2024-04-06,BE02,Artikel_012,36,38
2024-04-06,BE02,Artikel_015,25,24
2024-04-06,BE02,Artikel_019,29,29
2024-04-06,BE02,Artikel_018,37,35
2024-04-06,BE03,Artikel_013,27,26
2024-04-06,BE03,Artikel_017,30,37
2024-04-06,BE03,Artikel_009,28,29
2024-04-06,BE03,Artikel_018,24,27
2024-04-06,BE03,Artikel_015,33,37
2024-04-06,BE04,Artikel_006,31,41
2024-04-06,BE04,Artikel_015,30,28
2024-04-06,BE04,Artikel_008,34,33
2024-04-06,BE04,Artikel_019,43,46
2024-04-06,BE04,Artikel_013,29,34
2024-04-06,BE05,Artikel_020,42,43
2024-04-06,BE05,Artikel_011,28,31
2024-04-06,BE05,Artikel_006,37,37
2024-04-06,BE05,Artikel_013,27,23
2024-04-06,BE05,Artikel_001,29,28
2024-04-06,BE06,Artikel_013,23,21
2024-04-06,BE06,Artikel_010,28,28
2024-04-06,BE06,Artikel_007,24,27
2024-04-06,BE06,Artikel_014,38,39
2024-04-06,BE06,Artikel_017,40,40
2024-04-06,BE07,Artikel_012,22,23
2024-04-06,BE07,Artikel_016,24,23
2024-04-06,BE07,Artikel_005,32,35
2024-04-06,BE07,Artikel_004,33,33
2024-04-06,BE07,Artikel_020,31,34
2024-04-06,BE08,Artikel_009,40,43
2024-04-06,BE08,Artikel_016,35,31
2024-04-06,BE08,Artikel_013,25,25
2024-04-06,BE08,Artikel_017,38,45
2024-04-06,BE08,Artikel_008,30,35
2024-04-06,BE09,Artikel_020,30,30
2024-04-06,BE09,Artikel_005,26,23
2024-04-06,BE09,Artikel_010,23,25
2024-04-06,BE09,Artikel_008,33,37
2024-04-06,BE09,Artikel_003,32,33
2024-04-06,NI00,Artikel_013,25,29
2024-04-06,NI00,Artikel_012,33,41
2024-04-06,NI00,Artikel_008,34,33
2024-04-06,NI00,Artikel_015,25,28
2024-04-06,NI00,Artikel_005,28,28
2024-04-06,NI01,Artikel_015,31,36
2024-04-06,NI01,Artikel_011,25,26
2024-04-06,NI01,Artikel_005,33,35
2024-04-06,NI01,Artikel_014,26,24
2024-04-06,NI01,Artikel_017,26,25
2024-04-06,NI02,Artikel_018,33,35
2024-04-06,NI02,Artikel_004,21,20
2024-04-06,NI02,Artikel_017,38,44
2024-04-06,NI02,Artikel_013,32,33
2024-04-06,NI02,Artikel_019,32,34
2024-04-06,NI03,Artikel_012,31,29
2024-04-06,NI03,Artikel_007,40,47
2024-04-06,NI03,Artikel_013,35,38
2024-04-06,NI03,Artikel_001,37,37
2024-04-06,NI03,Artikel_019,26,28
2024-04-06,NI04,Artikel_015,35,34
2024-04-06,NI04,Artikel_020,38,37
2024-04-06,NI04,Artikel_013,31,25
2024-04-06,NI04,Artikel_016,39,38
2024-04-06,NI04,Artikel_011,29,21
2024-04-06,NI05,Artikel_003,30,31
2024-04-06,NI05,Artikel_011,30,30
2024-04-06,NI05,Artikel_016,32,38
2024-04-06,NI05,Artikel_008,33,29
2024-04-06,NI05,Artikel_012,32,29
2024-04-06,NI06,Artikel_014,24,21
2024-04-06,NI06,Artikel_011,34,38
2024-04-06,NI06,Artikel_006,25,23
2024-04-06,NI06,Artikel_004,27,28
2024-04-06,NI06,Artikel_017,24,23
2024-04-06,NI07,Artikel_004,22,24
2024-04-06,NI07,Artikel_020,32,30
2024-04-06,NI07,Artikel_011,33,34
2024-04-06,NI07,Artikel_005,45,47
2024-04-06,NI07,Artikel_013,33,33
2024-04-06,NI08,Artikel_006,24,20
2024-04-06,NI08,Artikel_013,37,39
2024-04-06,NI08,Artikel_016,35,34
2024-04-06,NI08,Artikel_004,36,41
2024-04-06,NI08,Artikel_014,31,26
2024-04-06,NI09,Artikel_002,24,24
2024-04-06,NI09,Artikel_007,33,34
2024-04-06,NI09,Artikel_015,41,41
2024-04-06,NI09,Artikel_019,31,36
2024-04-06,NI09,Artikel_016,36,41
2024-04-06,PO00,Artikel_006,29,29
2024-04-06,PO00,Artikel_010,28,24
2024-04-06,PO00,Artikel_009,40,46
2024-04-06,PO00,Artikel_017,28,30
2024-04-06,PO00,Artikel_015,28,26
2024-04-06,PO01,Artikel_007,32,33
2024-04-06,PO01,Artikel_002,30,34
2024-04-06,PO01,Artikel_009,37,34
2024-04-06,PO01,Artikel_004,26,26
2024-04-06,PO01,Artikel_011,39,42
2024-04-06,PO02,Artikel_019,43,46
2024-04-06,PO02,Artikel_011,30,36
2024-04-06,PO02,Artikel_020,33,29
2024-04-06,PO02,Artikel_009,43,46
2024-04-06,PO02,Artikel_017,25,22
2024-04-06,PO03,Artikel_012,30,30
2024-04-06,PO03,Artikel_014,34,36
2024-04-06,PO03,Artikel_011,24,23
2024-04-06,PO03,Artikel_005,26,29
2024-04-06,PO03,Artikel_002,23,23
2024-04-06,PO04,Artikel_006,23,23
2024-04-06,PO04,Artikel_005,30,34
2024-04-06,PO04,Artikel_015,30,36
2024-04-06,PO04,Artikel_020,22,24
2024-04-06,PO04,Artikel_012,29,28
2024-04-06,PO05,Artikel_016,22,25
2024-04-06,PO05,Artikel_017,36,43
2024-04-06,PO05,Artikel_012,28,33
2024-04-06,PO05,Artikel_009,30,31
2024-04-06,PO05,Artikel_003,24,25
2024-04-06,PO06,Artikel_009,35,38
2024-04-06,PO06,Artikel_006,38,38
2024-04-06,PO06,Artikel_018,38,42
2024-04-06,PO06,Artikel_020,30,37
2024-04-06,PO06,Artikel_012,30,29
2024-04-06,PO07,Artikel_001,24,23
2024-04-06,PO07,Artikel_019,48,53
2024-04-06,PO07,Artikel_006,32,28
2024-04-06,PO07,Artikel_018,35,33
2024-04-06,PO07,Artikel_004,33,31
2024-04-06,PO08,Artikel_006,29,29
2024-04-06,PO08,Artikel_011,32,29
2024-04-06,PO08,Artikel_012,27,27
2024-04-06,PO08,Artikel_003,39,49
2024-04-06,PO08,Artikel_009,26,21
2024-04-06,PO09,Artikel_014,33,32
2024-04-06,PO09,Artikel_010,26,31
2024-04-06,PO09,Artikel_002,36,34
2024-04-06,PO09,Artikel_019,26,27
2024-04-06,PO09,Artikel_003,30,30
2024-04-06,TS00,Artikel_007,24,20
2024-04-06,TS00,Artikel_019,35,33
2024-04-06,TS00,Artikel_008,31,31
2024-04-06,TS00,Artikel_014,34,36
2024-04-06,TS00,Artikel_020,26,21
2024-04-06,TS01,Artikel_020,26,26
2024-04-06,TS01,Artikel_018,35,31
2024-04-06,TS01,Artikel_002,26,30
2024-04-06,TS01,Artikel_007,25,23
2024-04-06,TS01,Artikel_016,30,32
2024-04-06,TS02,Artikel_009,27,26
2024-04-06,TS02,Artikel_018,35,40
2024-04-06,TS02,Artikel_015,29,27
2024-04-06,TS02,Artikel_005,22,25
2024-04-06,TS02,Artikel_008,27,28
2024-04-06,TS03,Artikel_005,32,40
2024-04-06,TS03,Artikel_006,34,42
2024-04-06,TS03,Artikel_012,37,40
2024-04-06,TS03,Artikel_002,29,28
2024-04-06,TS03,Artikel_008,38,40
2024-04-06,TS04,Artikel_007,34,30
2024-04-06,TS04,Artikel_009,27,33
2024-04-06,TS04,Artikel_015,31,33
2024-04-06,TS04,Artikel_020,34,32
2024-04-06,TS04,Artikel_011,39,37
2024-04-06,TS05,Artikel_011,29,29
2024-04-06,TS05,Artikel_016,31,32
2024-04-06,TS05,Artikel_001,22,26
2024-04-06,TS05,Artikel_002,21,22
2024-04-06,TS05,Artikel_017,37,38
2024-04-06,TS06,Artikel_005,40,46
2024-04-06,TS06,Artikel_014,27,29
2024-04-06,TS06,Artikel_003,23,24
2024-04-06,TS06,Artikel_013,29,30
2024-04-06,TS06,Artikel_015,30,30
2024-04-06,TS07,Artikel_011,35,37
2024-04-06,TS07,Artikel_003,28,30
2024-04-06,TS07,Artikel_006,31,34
2024-04-06,TS07,Artikel_017,21,20
2024-04-06,TS07,Artikel_009,28,27
2024-04-06,TS08,Artikel_015,32,35
2024-04-06,TS08,Artikel_007,31,33
2024-04-06,TS08,Artikel_012,23,24
2024-04-06,TS08,Artikel_014,23,18
2024-04-06,TS08,Artikel_006,28,31
2024-04-06,TS09,Artikel_012,44,47
2024-04-06,TS09,Artikel_001,36,38
2024-04-06,TS09,Artikel_002,31,28
2024-04-06,TS09,Artikel_007,25,27
2024-04-06,TS09,Artikel_009,29,30
2024-04-06,DÄ00,Artikel_018,34,38
2024-04-06,DÄ00,Artikel_017,30,32
2024-04-06,DÄ00,Artikel_002,25,26
2024-04-06,DÄ00,Artikel_007,28,32
2024-04-06,DÄ00,Artikel_012,29,36
2024-04-06,DÄ01,Artikel_004,29,25
2024-04-06,DÄ01,Artikel_014,38,35
2024-04-06,DÄ01,Artikel_005,33,35
2024-04-06,DÄ01,Artikel_003,39,38
2024-04-06,DÄ01,Artikel_007,37,36
2024-04-06,DÄ02,Artikel_002,24,26
2024-04-06,DÄ02,Artikel_011,26,27
2024-04-06,DÄ02,Artikel_016,29,28
2024-04-06,DÄ02,Artikel_009,35,36
2024-04-06,DÄ02,Artikel_003,34,36
2024-04-06,DÄ03,Artikel_007,34,36
2024-04-06,DÄ03,Artikel_014,24,25
2024-04-06,DÄ03,Artikel_009,32,30
2024-04-06,DÄ03,Artikel_008,33,28
2024-04-06,DÄ03,Artikel_012,41,44
2024-04-06,DÄ04,Artikel_004,48,46
2024-04-06,DÄ04,Artikel_017,33,32
2024-04-06,DÄ04,Artikel_018,30,28
2024-04-06,DÄ04,Artikel_015,28,33
2024-04-06,DÄ04,Artikel_003,24,27
2024-04-06,DÄ05,Artikel_013,34,34
2024-04-06,DÄ05,Artikel_015,28,29
2024-04-06,DÄ05,Artikel_002,25,30
2024-04-06,DÄ05,Artikel_016,24,25
2024-04-06,DÄ05,Artikel_019,29,25
2024-04-06,DÄ06,Artikel_001,37,37
2024-04-06,DÄ06,Artikel_017,29,30
2024-04-06,DÄ06,Artikel_018,31,33
2024-04-06,DÄ06,Artikel_008,24,22
2024-04-06,DÄ06,Artikel_006,27,28
2024-04-06,DÄ07,Artikel_012,33,32
2024-04-06,DÄ07,Artikel_004,35,30
2024-04-06,DÄ07,Artikel_007,30,34
2024-04-06,DÄ07,Artikel_008,29,26
2024-04-06,DÄ07,Artikel_017,25,25
2024-04-06,DÄ08,Artikel_017,27,26
2024-04-06,DÄ08,Artikel_016,44,48
2024-04-06,DÄ08,Artikel_009,39,39
2024-04-06,DÄ08,Artikel_008,25,26
2024-04-06,DÄ08,Artikel_002,34,33
2024-04-06,DÄ09,Artikel_017,36,41
2024-04-06,DÄ09,Artikel_002,24,21
2024-04-06,DÄ09,Artikel_020,35,33
2024-04-06,DÄ09,Artikel_018,27,25
2024-04-06,DÄ09,Artikel_019,35,31
2024-04-06,LU00,Artikel_015,32,35
2024-04-06,LU00,Artikel_012,38,46
2024-04-06,LU00,Artikel_019,25,24
2024-04-06,LU00,Artikel_016,43,45
2024-04-06,LU00,Artikel_003,33,34
2024-04-06,LU01,Artikel_003,25,29
2024-04-06,LU01,Artikel_010,28,30
2024-04-06,LU01,Artikel_019,31,32
2024-04-06,LU01,Artikel_018,32,33
2024-04-06,LU01,Artikel_011,37,43
2024-04-06,LU02,Artikel_011,23,26
2024-04-06,LU02,Artikel_002,41,43
2024-04-06,LU02,Artikel_016,30,35
2024-04-06,LU02,Artikel_015,26,28
2024-04-06,LU02,Artikel_019,33,36
2024-04-06,LU03,Artikel_003,42,49
2024-04-06,LU03,Artikel_011,22,18
2024-04-06,LU03,Artikel_004,19,20
2024-04-06,LU03,Artikel_008,31,31
2024-04-06,LU03,Artikel_009,29,32
2024-04-06,LU04,Artikel_001,22,21
2024-04-06,LU04,Artikel_011,28,28
2024-04-06,LU04,Artikel_015,30,31
2024-04-06,LU04,Artikel_010,36,37
2024-04-06,LU04,Artikel_002,37,37
2024-04-06,LU05,Artikel_013,32,36
2024-04-06,LU05,Artikel_006,19,19
2024-04-06,LU05,Artikel_020,30,29
2024-04-06,LU05,Artikel_005,35,31
2024-04-06,LU05,Artikel_001,30,36
2024-04-06,LU06,Artikel_009,36,38
2024-04-06,LU06,Artikel_013,37,38
2024-04-06,LU06,Artikel_014,22,19
2024-04-06,LU06,Artikel_002,34,38
2024-04-06,LU06,Artikel_006,27,26
2024-04-06,LU07,Artikel_009,36,40
2024-04-06,LU07,Artikel_016,31,31
2024-04-06,LU07,Artikel_018,25,28
2024-04-06,LU07,Artikel_005,29,34
2024-04-06,LU07,Artikel_015,27,31
2024-04-06,LU08,Artikel_019,27,29
2024-04-06,LU08,Artikel_009,25,24
2024-04-06,LU08,Artikel_007,37,44
2024-04-06,LU08,Artikel_017,31,30
2024-04-06,LU08,Artikel_013,27,22
2024-04-06,LU09,Artikel_012,38,39
2024-04-06,LU09,Artikel_001,23,21
